age,description,review,is_recommended,rating_star,review_date,usage_period,purchase_point
19 - 24,"Combination, Medium, Warm","Aku beli produk ini karena harganya terjangkau. Sudah repurchase 3 atau 4 kali mungkin. Pertama kali nyoba, aku pakai sebanyak 2 ruas jari sesuai dengan anjuran penggunaan sunscreen. Dan ternyata susah diblend! Jadi, akhirnya aku pakainya dikit dikit aja dan jadi mudah diblend. Aku menggunakan produk ini hanya sebagai pelembab. Jadi aku tidak mengharapkan klaim lebih dari produk ini. Tapi aku sadar sebenarnya aku keliru dalam penggunaan sunscreen. Karena katanya harus dipake sebanyak 2 ruas jari dan di reapply setiap beberapa jam sekali. Tapi diri ini terlalu mager untuk melakukan itu *jangan ditiru ya gaes (._.)",yes,3,04/02/23, 6 months - 1 year, Shopee
19 - 24,"Combination, Medium Dark, Neutral",Jujur aku bingung sih sampai sekarang kenapa produk skin care nya Wardah itu kebanyakan nggak cocok di muka aku seperti aku beli San screen ini karena aku liat di Indomart dan harganya juga lumayan murah jadi aku beli ternyata di muka aku tuh perih banget dan di mataku tuh perih banget nggak tahu kenapa ya udah deh kira aku nggak cocok sama San screen ini padahal enak banget lo dipakainya murah lagi￼,No,3,04/02/23, 1 week - 1 month, Indomaret
25 - 29,"Dry, Medium Light, Warm","bukan sunscreen pertama yg kupake selama ini, tp ini sunscreen pertama yg dipake setelah sembuh breakout. agak takut ga cocok, tp ternyata malah luv banget. tekstur lotion yg thick, tebal, kental. diratainnya masih lumayan gampang, ga dempulan dan ga kusem di aku. finishnya dewy, kesan kek kulit sehat. nah itu aku suka banget. sayangnya, dia bikin area mata berair terus krn ""pedih"". oil controlnya 3/5 dehh. ga terlalu notice krn pasti reapply dan cuma dirumah doang. repuchase? yes!",yes,4,03/02/23, Less than 1 week, Shopee
19 - 24,"Combination, Medium, Warm","Huaa aku ga recomend ini buat yg kulitnya combi to oily, ini aga berat ;( trus di muka berasa thick banget, aku pribadi ga suka. Tapi buat yg skintypenya normal menurutku ga ada problem ama ini sunscreen. Kalo diratain agak telat dan sedikit lama dia peeling di muka aku sedih banget. Tapi tetep aku abisin jadi body sunscreen xixi",No,3,02/02/23, 1 week - 1 month, Shopee
19 - 24,"Oily, Medium Light, Neutral","Pertama kali coba tu kulit kek lembab, tapi buat aku pribadi agak ga cocok ya sayaku kerja di dalem + luar ruangan, kna ac + matahari, tapi after kena panas matahari seharian, kulit kek berminyak n kusam di aku. aku lebih suka yang emina sih walau pun dia tekturnya ga cair n ga kentel tapi dia daya serapnya cepet dari madame gie. aku pake madame gie karna lagi promo aja, iseng nyobain, ternyata ga cocok, berminyak dan kusan banget muka ku",No,4,01/02/23, 3 months - 6 months, Shopee
19 - 24,"Combination, Medium, Neutral","packagingnya plastik dengan tutup fliptop di bawah, teksturnya creamy berwarna putih, butuh effort buat ngeratain, sedikit ada whitecastnya, dan di aku dia agak bikin gerah berminyak  jadi kalo mau lanjut complexion harus bener2 ditunggu sampe menyerap, aromanya chemical gitu dan affordable priceee",yes,3,31/01/23, 3 months - 6 months, Gift
19 - 24,"Combination, Medium, Neutral","pakai sunscreen ini bikin kulit mukaku panas dan ada whitecast gitu , lama menyerapnya, susah diblend, wanginya juga gak terlalu enak, teksturnya kaya berat gitu di wajahku, entah aku yg kurang cocok atau gimana ya, btw kulitku tipe normal to oily di t zone",No,3,30/01/23, 1 month - 3 months, Official Brand Store
25 - 29,"Normal, Medium Dark, Neutral","sunscreen pertama aku adalah wardah karena harganya affordable bgt Untu pelajar kaya aku gni, teksturnya lightweight cream yang lumayan butuh tenaga untuk nge bland nya. wanginya fresh dan gak terlalu perih dimata. finishnya bikin wajah lembab dan biar gak keliatan kusam aku aplly pake bedak setelah bbrp menit aplly ss.",yes,4,29/01/23, 1 month - 3 months, Shopee
25 - 29,"Oily, Medium Light, Warm","packaging tube dengan tutup flip di bawah. teksturnya lotion warna putih dengan aroma citrusy. packaging dan tekstur ini sesuai, karena memudahkan isi untuk keluar tube dan bisa digunting ketika hampir habis. ini chemical sunscreen dengan spf 30 dan pa +++, udah lumayan tinggi dan cukup untuk daerah tropis. sunscreen ini termasuk yang nyaman untuk digunakan sesuai takaran. ga ada efek negatif setelah pemakaian, tapi memang butuh waktu buat ngeratainnya sampe nyatu sama kulit. finishnya ke arah dewy, ga sampe greasy. diantara semua varian sunscreen lotionnya wardah, ini yang paling cocok di kulitku yang berminyak. sebelum dan setelah layer sunscreen ini, harus ditunggu agar terserap supaya ga pilling ya.",yes,5,29/01/23, 1 week - 1 month, Gift
19 - 24,"Dry, Medium Light, Warm","Produk ini lumayan baik untuk sunscreen sehari-hari. Tapi menurut ku ini bukan tipe sunscreen yang bisa bikin jatuh hati, karena teksturnya agak kental dan lengket jadi cukup susah untuk di applikasikan ke seruruh muka. Tapi lumayan kalo lagi gaada budget beli sunscreen ini bisa sih daripada ga Pake sunscreen ",yes,4,27/01/23, 3 months - 6 months, Hypermart
25 - 29,"Dry, Medium Light, Neutral","Denger dari temen temen kalo produk ini oke. Pas awal aku coba emang oke walaupun ada white cast, tapi seminggu kemudian wajahku jadi panas & perih pas pake ini, padahal exp date nya masih lama banget. Mungkin karena tipe kulit aku yang sensitif, jadi kurang cocok. Semoga wardah bisa keluarin sunscreen untuk kulit sensitif. ",No,3,26/01/23, 1 month - 3 months, Guardian
19 - 24,"Normal, Medium, Neutral","murah sih ini cocok buat pelajar lah yaa, tapi aku banyak gasuka nya nih, sumpah susah bgt dibland nya jd gacocok deh buat yg lagi buru2, terus kenapa ya ini perih banget gila kalo kena mata, biasanya kan keringetan atau ambil air wudhu gitu yaa trs kena mata itu perih bgt sih sampe gabisa melek, merah, dan ngebikin aku kaya nangis sangking perihnya",No,3,25/01/23, 1 month - 3 months, Shopee
25 - 29,"Dry, Medium, Neutral","satu-satunya sunscreen yang sejauh ini cocok di kulit wajah aku, sudah dipakai bertahun-tahun. Sebelum pakai ini, kulit wajahku belang parah, minusnya adalah kalau dipakai tanpa bedak di aku efeknya bikin kulit mengkilap dan terkesan kusam. Kalau lagi nggak keluar sih aman, tapi kalau keluar rumah sebaiknya dilapisi bedak. ",yes,4,24/01/23, More than 1 year, Watson
19 - 24,"Combination, Medium Dark, Warm","Wah produk ini bener bener bagus dikulit ku, aku suka banget tekstur nya yang ga lengket sama sekali dan nyaman banget di segala aktifitas ku, mudah banget buat re apply sunscreen nya dan yang aku suka gaada bau aneh aneh di sunscreen ini, super duper cinta 🖤",yes,5,22/01/23, 1 week - 1 month, Shopee
19 - 24,"Dry, Medium, Warm","produk suncreen yang aman banget buat kantong pelajar, soalnya murah banget. pas awal pake emang agak susah dibland sih, agak perih di mata, tapi buat hasinya ngelembapin kok, lumayan lah buat suncreen dengan harga murah, buat yang baru nyoba-nyoba pake suncreen boleh banget kok nyoba produk ini",yes,4,22/01/23, 1 month - 3 months, Traditional market
18 and Under,",18 and Under","aku pakai ini awalnya biasa biasa aja ga sampe seminggu tiba tiba ud muncul jerawat 2 di dkt alis sama dibawah mata sedih bgt, pas aku lanjutin jerawat aku udh numbuh lagi 1, huhu ;( mgkin gk cocok kali yh",No,3,21/01/23, Less than 1 week, Indomaret
25 - 29,"Normal, Medium Dark, Neutral","kaget banget pas baru di apply ke wajah dia ada white casenya, dan meresapnya cukup lama. tapi setelah itu dia ngeblend ke warna kulit kita. untuk teksturnya gel putih tapi lebih mirip lotion menurut aku. finishnya dewy tapi kalau aku lebih suka dipakein bedak biar keliatan matte. dan ss ini gak perih dimataku walau kena air atau keringat. buat kaum yg buru buru ini no recommend si karena lama meresapnya.",yes,4,19/01/23, Less than 1 week, Indomaret
18 and Under,"Oily, Medium Light, Neutral","sunscreen yang murce abis, waktu dipake rada ada whitecast sedikit tapi kalo udh kelamaan dipake bakal nge-blend sama warna kulit, tipikal sunscreen yang ga bikin kering saat di apply, easy to blend juga tapi gatau kenapa kalo pake ss ini pas lagi keringetan/kena air rada agak perih di area mata",yes,4,13/01/23, 3 months - 6 months, Tokopedia
25 - 29,"Oily, Light, Cool","Wardah UV Shield Essential Sunscreen Gel ini setauku dulu SPFnya 30 PA+++ dan sekarang upgrade SPFnya jadi 35 PA+++. Tekstur dari sunscreen ini gel dan mudah sekali meresap di kulit, no greas, no whitecast juga. Untuk aromanya sendiri ini tu light banget, saking lightnya nyaris gs kecium apa pun. Oh iya karena teksturnya gel jadi buat skintypenya oily pun masih bisa pakai yang ini dan cocok banget buat daily use dan buat yang banyak aktivitas indoor. Untuk pembeliannya ga cuma ada di marketplace atau ecommersnya aja, suka ada juga di minimarket terdekat seperti alfamart dan indomart pun ada.",yes,5,11/01/23, Less than 1 week, Alfamart
45 and Above,"Combination, Medium, Warm","hmm so-so product sih dan emg affordable hehe.. kalau pake terlalu banyak bikin kusam banget (tipe kulit kombi) pengen beralih tp market ss lagi digempur sama spf 50, malah takut buat makin memperparah jerawat. texture wise thick bangett, pake cuman sebiji kacang udah cukup buat kulitku.",yes,3,05/01/23, 3 months - 6 months, Shopee
19 - 24,"Dry, Medium, Neutral","Sunscreen affordable yang lumayan nyaman buat dipake. Teksturnya lembut, bikin kulit sejuk, bikin agak glowing dikit sesaat setelah pemakaian. Tapi aku ngerasa in sunscreen masih kurang dalam hal protectionnya padahal itu fungsi utama sunscreen. Aku tetep ngerasa wajahku kebakar walaupun setelah pake ini.",yes,3,04/01/23, 1 week - 1 month, Shopee
18 and Under,"Oily, Light, Cool",Affordable banget buat aku yang miskin. Tapi after-nya bikin muka aku jadi tambah oily sama kusem ditambah jadi ada bruntusan. Padahal muka aku udah oily banget tapi kata mamah aku gapapa minyaknya bisa dipake buat goreng telor jadi hemat. Aku sebenernya repurchase ini udah 3 kali karena ga kapok kapok tapi sekarang kayanya udah engga lagi deh aku mau beralih ke sunscreen murah lainnya.,No,3,01/01/23, Less than 1 week, Guardian
18 and Under,"Combination, Medium Dark, Warm","sunscreen kedua yang aku coba setelahh e*i*a,berharap cocok sihh,karna pakai emina ga cocok bikin bruntusan parahh. sunscreen wardah ini feel nyaa di aku,dia lumayan nglembab in,cumaa bikin muka kusem parahh setelah di apply,kadang bikin pilling jugaa,rada gerah juga di pake nyaa",yes,3,26/12/22, Less than 1 week, Shopee
25 - 29,"Oily, Medium Light, Neutral","sbenernya love hate sama produk ini ,, bagus bikin glowing ,, ringan dan ga bikin bruntusan di kulitku yang acne prone tapi dia tuhh harus make effort bgt buat ngeblending nya supaya rata di kulit ,, secaraa make nya harus 2 ruas jari dan jujur karna lubang nya gede banget jdi bnyak bangett ngaplikasiin nyaa ,, hhuuuu....dan ini yang paling ku gasukaaa,, dia ninggalin residu setelah pengaplikasian ,, kaya daki² gituu apalagi klo kena pinggir rambut dan aliss ,, duh gangguuu bangettt ,, berharap sunscreen nya cepat habiss ..",yes,3,26/12/22, 1 week - 1 month, Shopee
25 - 29,"Combination, Medium Light, Cool","Sunscreen bagus, murah banget dan nyaman banget ini dipakenya. Pake banyak-banyak feels di wajah enak, melembabkan dan ga pedih di mata kalo kulit wajah keringetan. Kayaknya sering banget repurchase deh.",yes,5,22/12/22, 6 months - 1 year, Shopee
18 and Under,"Combination, Medium Light, Warm","Sunscreen sejuta umat nih wkwkwk selain ringan juga gak bikin whitecast kalo udah ketimpa set powder, no comedogenic, ada aloe vera nya. Cuma agak susah diblend kalo udah kering karena cepet banget nyerepnya jadi kudu apply, langsung tap tap biar nggak keburu kering. ",yes,5,22/12/22, 3 months - 6 months, SOGO
19 - 24,"Combination, Medium Light, Neutral","Sejauh pemakaian aman aja ga bikin beruntusan dan jerawat timbul, ga perih dimata dan no white cast , dikulit aku yang combinasi to oily justru buat kulit makin berminyak bukan dewy. tekstur agak kental tapi masih gampang di blend cuma perlu waktu dikit buat rata. biasa aku pake kalo dirumah aja.",yes,4,21/12/22, 1 week - 1 month, Shopee
19 - 24,"Normal, Medium Dark, Warm","sukaa banget sama sunscreen wardah yang ini, masih aku pake sampe sekarang dan nggak pernah ganti sunscreen. teksturnya cream dan kalau dipake tuh kek kerasa banget kalau kita lagi pake sunscreen. whitecast parah kalau abis dipake bikin muka kek pake topeng, jadi nggak cocok buat diburu-buru wkwk. tapi kalau udah merasap bagus banget bikin keliatan glow dan sehat kulitnya. di aku ini ngebantu banget kalau lagi ada bekas jerawat, mudarin walaupun nggak yang cepet waktunya. kurang sukanya agak bikin sumuk sih di muka, but still worth to try.",yes,5,20/12/22, More than 1 year, Shopee
25 - 29,"Combination,25 - 29","sunscreen terbaik,sebenernya udah make dr smp tapi baru nulis review nya sekarang aja, bener bener bagusss,dikulit aku yg berminyak tu g bikin makin berminyak,kalo ngehidrasinya bener ya, kalo ngehidrasinya kurang sunscreen ini bakal bikin berminyak worth to buy buat coba coba xixi",yes,5,17/12/22, More than 1 year, Shopee
25 - 29,",25 - 29"," Sunscreen dari wardah hasilnya baaaguuuss okkkee gampang menyerap, dan gak bikin jd white cass.tapiii setelah di apply lama di wajah jadi berminyak harga juga lumayaann, cari di mini market juga ada dan mudah. ",yes,4,07/12/22, Less than 1 week, Indomaret
18 and Under,"Combination, Medium, Warm",Ini pengalaman pertama aku make sunscreen wardah udh 3 bulan sumpah baguss bangett buat mukaku jd glowing dan ga jerawat juga. Ngelembapin dan mencerahin dikit. Repurches si yess tp suncreennya dikit kecil untuk harga 30 rb aku beli di minimarket. Ini,yes,4,06/12/22, 3 months - 6 months, Traditional market
25 - 29,"Dry, Medium Light, Neutral","Aku coba sunscreen ini karena penasaran dan ngepasin sunscreen yang biasanya habis. Harganya juga terbilang murah. Pas aku coba wajahku jadi kusam dan berminyak. Untuk tekstur ringan banget, enggak terlalu encer jadi pas.",No,2,06/12/22, 1 week - 1 month, Traditional market
19 - 24,"Combination, Medium Light, Neutral","Udah pake sunscreen ini dari SMP sampe sekarang masih pakai dan gak pernah ganti. Entah ya aku malah suka sama texture yang agak berat gini, karena dia bikin lembab dan bikin produk make up tuh nempel kalo menurutku. Dan harganya juga terjangkau banget kalo dibandingin produk2 sunscreen lainnya. Untuk sekarang sih masih akan teris repurchase",yes,4,05/12/22, More than 1 year, Shopee
19 - 24,"Combination, Light, Neutral","untuk sunscreen dg harga range 30k ini rekomend banget buat di coba. mira dah pakai ini dari jaman awal kuliah sampai kerja sekarang walau selang seling tp ttp balik nya kesini lagi si hehe. dari segi tekstur oke banget, gampang di blend. finish nya kalo di aku dia bikin look kek healthy skin gitu. dan kalo di pake under makeup dia ga peeling atau yg aneh² gimana. cari sunscreen harga murah? this one bisa jadi referensi. but minusnya tuh kalo pas muka oily nih ya se kelopak² mata juga nih sunscreen bikin perih gitu kalo kena mata. repurchase? nope, mau cari yg lain yg ga perih di mata:(",No,3,01/12/22, More than 1 year, Indomaret
30 - 34,"Normal, Medium, Warm","pertama cobain sunscreen ini sekitar beberapa bulan lalu dan cocok untuk kulit normal kudr segi tekstur gak cair jd cepet blend ke kulit trus bikin agak glowingwalaupun aku merasa menyerapnya agak lama jd harus dikipas kipas dluntuk harga yg affordable, cocok buat dipake sehari hari sih",yes,4,01/12/22, 3 months - 6 months, Shopee
25 - 29,"Combination, Medium, Neutral",Awalnya biasa aja pake ini ngga ada efek aneh-aneh gitu tapi lama-lama kok muncul beruntusan sama jerawat jadi aku stop pake ini. Sayang banget sih soalnya udah berharap banget bisa cocok karna harganya yang terjangkau dan mudah dicari juga. Tapi yaudahlah ya kalo ngga cocok ngga bisa dipaksain juga hehe,No,3,30/11/22, 1 week - 1 month, Tokopedia
25 - 29,"Combination, Medium, Warm","ini cocok buat kulit kering menurutku karna hasilnya glowing dan lembab banget.menurutku aku teksturnya thick dan susah diblend butuh effort lebih dan waktu cukup lama buat ngeratain sunscreen ini. plusnya ini ngga perih kayak sister brand mereka emina. repurches? no, sorry 😞",yes,3,28/11/22, Less than 1 week, Shopee
19 - 24,"Dry, Medium, Neutral","wow bagus! cocok di akuu, kulit jd ga keringgg terus ga yg bikin kusam gitu. meskipun diawal apply rada whitecast, ga lgsg meresapp, dan awal awal agak lengket dikulit. tapi afternya bagusss mungkin sekitar 5-10mnt udag ngeset❤️❤️❤️ BAGUS👍👍👍 agak kurang dikit kalau kena daerah mata/pinggir mata itu pedih ges😩😩😩 tapi over all baguss🫶🏻👏🏻👏🏻",yes,5,28/11/22, 1 week - 1 month, Gift
19 - 24,"Oily, Medium Dark, Neutral",sunscren gel tapi merut ku lebih ke lotion gitu teksturnya. waktu di aplikasikan ke kulit harus di kasih waktu dulu biar meresap ke kulit. ngak ninggalin whitecast juga ngebuat kulit kelihatan glowing tapi ngak serasa berminyak. aromanya enak kaya atoma citrus gitu.,yes,5,26/11/22, 6 months - 1 year, Indomaret
